Alloys,Phase,Tg,Tx,Tl,Rc_mm/s,Dmax_mm,Predicted_Tg,Predicted_Tx,Predicted_Tl,delta_Tx,Trg,gamma,Predicted_Phase,Phase_Confidence,Predicted_Dmax_mm,Predicted_Rc_Ks
Al7.06Co18.59Cr18.59Fe18.59Mn18.59Ni18.59,CMA,824,934,1361,NAN,NAN,817.61554,934.11835,1357.9492,116.5028076171875,0.6020958134969149,0.42936821053194446,CMA,0.9974946095052729,0.70390034,73884.91864518906
Al8.93Co18.21Cr18.21Fe18.21Mn18.21Ni18.21,CMA,812,878,1298,NAN,NAN,809.7386,878.7823,1297.7479,69.043701171875,0.6239567568930213,0.4169812157348395,CMA,0.9974605174954669,0.62205195,72606.52278479052
Al7.92Co18.42Cr18.42Fe18.42Mn18.42Ni18.42,CMA,814,882,1300,NAN,NAN,811.69855,883.58386,1300.9269,71.88531494140625,0.6239386393771793,0.41823971770352136,CMA,0.9974726306547534,0.6416061,73359.41866013432
Al10Co15Cr20Fe15Mn20Ni10V10,CMA,804,843,1257,NAN,NAN,799.8106,838.7763,1255.3013,38.9656982421875,0.6371463387500744,0.40814143276550563,CMA,0.9974561547704488,1.9115152,24925.401586672724
Al10.07Co17.99Cr17.99Fe17.99Mn17.99Ni17.99,CMA,808,861,1280,NAN,NAN,806.6082,860.79913,1279.7339,54.19091796875,0.6302937069207275,0.41258772109073294,CMA,0.9974984930362891,0.62159157,71578.44163279439
Al11.03Co17.79Cr17.79Fe17.79Mn17.79Ni17.79,CMA,806,860,1280,NAN,NAN,805.2508,860.0586,1280.034,54.80780029296875,0.6290854439889075,0.4124417790245526,CMA,0.9974943113255106,0.61511207,70544.33112897698
Al4.76Co19.05Cr19.05Cu9.52Fe19.05Ni19.05Ti9.52,CMA,841,944,1348,NAN,NAN,830.45294,937.4549,1341.248,107.001953125,0.6191643252189032,0.43166849389827183,CMA,0.9974482991923258,0.8201724,591.0151418313204
Al4.55Co18.18Cr18.18Cu13.64Fe18.18Ni18.18Ti9.09,CMA,835,946,1359,NAN,NAN,823.84247,939.91974,1353.8875,116.0772705078125,0.6085014434166083,0.43160528327314124,CMA,0.9974572866979412,0.78127164,572.9133165282374
Al8.47Co16.95Fe16.95Ni16.95Fe16.95Ni16.95Ti6.78,CMA,827,971,1410,NAN,NAN,821.2878,971.60565,1401.4469,150.31787109375,0.5860284689381344,0.43712174040431623,CMA,0.9973716370050241,1.8896775,74618.49740898705
Al6.85Co13.70Cr13.70Cu13.70Fe13.70Ni13.70V24.66,CMA,831,892,1289,NAN,NAN,823.23004,887.31793,1284.1282,64.087890625,0.6410808969713424,0.4210570019246121,CMA,0.9973158119076163,2.1122596,44.547693207599224
Al6.67Co13.33Cr13.33Cu13.33Fe13.33Ni13.33V26.67,CMA,831,894,1290,NAN,NAN,824.5016,890.8449,1286.6514,66.34332275390625,0.6408119619196816,0.4219708041225668,CMA,0.9975216531139961,2.14227,44.18238441904987
Al7.04Co14.08Cr14.08Cu14.08Fe14.08Ni14.08V22.54,CMA,835,904,1299,NAN,NAN,825.7087,897.49664,1292.895,71.7879638671875,0.6386509861400707,0.4236264873908288,CMA,0.9966567146105025,2.0134866,45.01382667598018
Al7.7Co11.5Cr11.5Cu11.5Fe11.5Mn11.5Ni11.5Ti11.5V11.5,CMA,778,810,1250,NAN,NAN,781.23505,816.6351,1255.9592,35.4000244140625,0.6220226171752674,0.40086263782570664,CMA,0.9975160267844357,1.4753134,42.9654855426426
Al1.5Co12.3Cr12.3Cu12.3Fe12.3Mn12.3Ni12.3Ti12.3V12.3,CMA,820,853,1250,NAN,NAN,810.83636,849.6058,1252.7163,38.7694091796875,0.6472625599137499,0.4117199356732198,CMA,0.997491357269394,2.1946702,49.36850725343073
Al3.0Co12.1Cr12.1Cu12.1Fe12.1Mn12.1Ni12.1Ti12.1V12.1,CMA,805,832,1241,NAN,NAN,799.75476,834.3781,1245.854,34.62335205078125,0.6419329698621482,0.407887435374949,CMA,0.9974733828418206,1.9607196,47.613967028460195
Al9.1Cr18.2Cu18.2Fe18.2Ni36.4,CMA,821,924,1352,NAN,NAN,816.6511,922.0905,1347.1198,105.43939208984375,0.6062201392673986,0.4261497953441492,CMA,0.9974876517603027,0.8999747,52.04749324451466
Al9.1Cr22.7Cu22.7Fe22.7Ni22.7,CMA,812,903,1335,NAN,NAN,808.13715,903.3774,1333.7509,95.240234375,0.6059131233350055,0.42176686183645123,CMA,0.9973507744009823,0.9914641,48.92547417715121
Al11.1Co22.2Cu22.2Fe22.2Ni22.2,CMA,800,890,1336,NAN,NAN,799.0715,891.6405,1334.7482,92.56903076171875,0.598668341159349,0.41786123145088794,CMA,0.9974906397492236,0.23573622,577.0492960296903
Al11.2Co22.2Cr22.2Fe22.2Ni22.2,CMA,845,984,1398,NAN,NAN,837.3321,985.5085,1397.1299,148.1763916015625,0.5993230139774551,0.441049565788045,CMA,0.997478539362449,0.7812833,71454.33764042206
Al9.1Co18.2Cr18.2Fe18.2Ni18.2Ti18.2,CMA,807,833,1239,NAN,NAN,805.1827,838.4151,1247.2585,33.232421875,0.6455619658818138,0.40849652143174464,CMA,0.9973617731442134,0.8651767,572.3779330116803
Al11.11Co22.22Cr22.22Fe22.22Ni22.22,CMA,845,984,1398,NAN,NAN,837.4045,985.6164,1397.2214,148.2119140625,0.5993355517428826,0.44106549879082363,CMA,0.9974220829606059,0.78130686,71574.90516421638
Al10Co20Cr20Cu10Fe20Ni20,CMA,821,926,1353,NAN,NAN,815.3349,927.19135,1350.3423,111.8564453125,0.6037986878326929,0.4281299870598018,CMA,0.9974471531007165,0.43558663,582.7814258353919
Al8.8Co17.5Cr17.5Cu17.5Fe17.5Ni17.5Ti3.5,CMA,812,918,1357,NAN,NAN,801.65436,912.8164,1348.8615,111.16204833984375,0.5943192740767247,0.4244639368887784,CMA,0.9974760335476317,0.6647433,51.67763899817671
Al8.8Co17.5Cr17.5Cu17.5Fe17.5Ni17.5V3.5,CMA,819,923,1352,NAN,NAN,810.1939,920.07086,1347.8689,109.876953125,0.6010925178291614,0.42634109610237386,CMA,0.9972726040294964,0.67051125,52.589593297188
Al11.97Co17.61Cr17.61Fe17.61Mn17.61Ni17.61,CMA,803,848,1267,NAN,NAN,802.644,847.51715,1266.9594,44.8731689453125,0.6335199164538237,0.4095070478298566,CMA,0.9973268257661515,0.6340492,69393.60617235769
Al8.77Co17.54Cr17.54Cu17.54Fe17.54Ni17.54Ti3.51,CMA,812,918,1357,NAN,NAN,801.70416,912.8698,1348.9453,111.1656494140625,0.5943192471693742,0.4244623880282803,CMA,0.9973311384606386,0.6658659,51.74883626637921
Al8.77Co17.54Cr17.54Cu17.54Fe17.54Ni17.54V3.51,CMA,819,923,1352,NAN,NAN,810.2401,920.1275,1347.9438,109.88739013671875,0.601093371740596,0.42634340700876133,CMA,0.9973348116018056,0.671734,52.663308211827285
Al8.47Co16.95Cr16.95Cu16.95Fe16.95Ni16.95V6.78,CMA,821,923,1350,NAN,NAN,812.0761,920.0238,1345.1047,107.94769287109375,0.6037270473499736,0.4264935899643188,CMA,0.9975154946254635,0.59339833,51.38496965229762
Al8.20Co16.39Cr16.39Cu16.39Fe16.39Ni16.39V9.84,CMA,822,925,1351,NAN,NAN,813.5444,922.7724,1346.5718,109.22802734375,0.6041596788575154,0.4271864732570335,CMA,0.9974681410648351,0.58884996,50.36890343404787
Al7.94Co15.87Cr15.87Cu15.87Fe15.87Ni15.87V12.70,CMA,822,927,1354,NAN,NAN,814.3763,926.1669,1350.4082,111.79058837890625,0.603059341504088,0.42783329083942523,CMA,0.9975271064400653,0.6151134,49.595950159429776
Al7.25Co14.49Cr14.49Cu14.49Fe14.49Ni14.49V20.29,CMA,835,906,1301,NAN,NAN,825.32697,898.9167,1294.9825,73.5897216796875,0.6373267108432042,0.42395540984867475,CMA,0.9974683833275461,1.9709768,45.610342250231255
Al7.46Co14.93Cr14.93Cu14.93Fe14.93Ni14.93V17.91,CMA,837,916,1314,NAN,NAN,824.60944,906.3535,1304.4799,81.74407958984375,0.6321365797457099,0.4257000953387064,CMA,0.997401433200801,1.9051948,46.39013190870332
Al7.69Co15.38Cr15.38Cu15.38Fe15.38Ni15.38V15.38,CMA,835,919,1321,NAN,NAN,822.53314,910.99347,1314.1667,88.4603271484375,0.6258970890203234,0.42635536859600365,CMA,0.9974387134382955,0.6355221,47.34783690677421
Al8.47Co16.95Cr16.95Cu16.95Fe16.95Ni16.95Ti6.78,CMA,812,901,1331,NAN,NAN,804.6043,897.5937,1326.6372,92.9893798828125,0.606499127883331,0.4211600056486204,CMA,0.9975027860119382,0.5767474,49.74823684141652
Al10.0Co20.0Cr20.0Fe20.0Ni20.0Ti10.0,CMA,802,860,1259,NAN,NAN,816.3427,872.87396,1280.0061,56.53125,0.6377647029652455,0.41637820756471844,CMA,0.9974948756978937,0.6040377,26587.31685159463
Al8.2Co16.4Cr16.4Cu16.4Fe16.4Ni16.4Ti9.8,CMA,809,868,1289,NAN,NAN,804.03125,862.2339,1285.039,58.20263671875,0.6256862922232928,0.4127357188230246,CMA,0.9973784957511674,0.58795834,48.18072495238491
Al7.3Co14.5Cr14.5Cu14.5Fe14.5Ni14.5Ti20.3,CMA,778,805,1241,NAN,NAN,776.94196,808.024,1242.5615,31.08203125,0.6252744358420381,0.4001102227439358,CMA,0.9974298510861694,1.2724643,40.253800687121725
Al6.9Co13.7Cr13.7Cu13.7Fe13.7Ni13.7Ti24.7,CMA,781,818,1257,NAN,NAN,776.73236,812.8284,1246.572,36.0960693359375,0.6230946527381046,0.4017331437013276,CMA,0.9973837803290108,1.3469169,38.8430150150742
Al7.7Co15.9Cr15.9Cu15.9Fe15.9Ni15.9Ti12.7,CMA,799,839,1260,NAN,NAN,798.05457,837.01215,1260.5911,38.95758056640625,0.6330796623375265,0.40658388886665275,CMA,0.9975114859454666,0.67372394,47.09932276203245
Al13.04Co17.39Cr17.39Fe17.39Mn17.39Ni17.39,CMA,803,843,1260,NAN,NAN,800.3027,841.2248,1258.3717,40.922119140625,0.6359827312798919,0.40862450210604595,CMA,0.997466253285865,0.6577111,67890.37767233691
Al9.09Co18.18Cr18.18Cu9.09Fe18.18Ni18.18Ti9.09,CMA,812,860,1272,NAN,NAN,808.1641,855.0173,1266.166,46.8531494140625,0.6382765874001392,0.4121895819801344,CMA,0.9973798184928951,0.65286404,50.41750359193106
Al6.67Co13.33Fe13.33Ti13.33Fe13.33Ni13.33Ti26.67,CMA,798,863,1298,NAN,NAN,791.0285,857.73315,1285.9302,66.70465087890625,0.6151411004391353,0.4129755506872087,CMA,0.9967028980349534,2.3312771,167.92148145619342
Al8.20Co16.39Cr16.39Cu16.39Fe16.39Ni16.39Ti9.84,CMA,809,868,1289,NAN,NAN,804.03217,862.23627,1285.0251,58.2041015625,0.6256937210349917,0.4127394026636484,CMA,0.9970298101235961,0.5884468,48.155303091430916
Al8.20Cr16.39Fe16.39Ni16.39Co16.39Cu16.39Ti9.84,CMA,809,868,1289,NAN,NAN,804.03204,862.23627,1285.0251,58.2042236328125,0.6256936260404984,0.4127394267813356,CMA,0.9975249063005197,0.5884466,48.155303091430916
Al7.94Co15.87Cr15.87Cu15.87Fe15.87Ni15.87Ti12.70,CMA,800,835,1253,NAN,NAN,796.8648,832.9295,1253.0898,36.064697265625,0.6359199311233794,0.4063160636443433,CMA,0.9974654892988107,0.6834873,46.724974132646054
Al7.69Co15.38Cr15.38Cu15.38Fe15.38Ni15.38Ti15.38,CMA,836,803,1249,NAN,NAN,790.2945,816.43854,1236.8845,26.14404296875,0.638939594522923,0.4027461467922144,CMA,0.9974628035922375,0.7770057,42.5618098127275
Al7.46Co14.93Cr14.93Cu14.93Fe14.93Ni14.93Ti17.91,CMA,812,786,1240,NAN,NAN,781.72955,807.2607,1232.3672,25.5311279296875,0.6343316838940555,0.40080531626435145,CMA,0.9972226397333894,1.3175644,41.304451494456856
Al6.67Co13.33Cr13.33Cu13.33Fe13.33Ni13.33Ti26.67,CMA,786,826,1263,NAN,NAN,778.0201,816.2887,1245.9341,38.26861572265625,0.6244472254085849,0.40331382566559304,CMA,0.9974101611422785,1.4093465,38.39262346756565
Al6.85Co13.70Cr13.70Cu13.70Fe13.70Ni13.70Ti24.66,CMA,781,817,1257,NAN,NAN,776.2495,811.7768,1246.1404,35.52728271484375,0.6229230058201192,0.4013948039459136,CMA,0.9974711413546322,1.3477526,38.89013496543434
Al7.25Co14.49Cr14.49Cu14.49Fe14.49Ni14.49Ti20.29,CMA,778,805,1241,NAN,NAN,777.0002,808.0901,1242.6471,31.08990478515625,0.6252782357942448,0.4001144639266222,CMA,0.9974202232511749,1.2717624,40.29472302393755
Al7.04Co14.08Cr14.08Cu14.08Fe14.08Ni14.08Ti22.54,CMA,781,814,1252,NAN,NAN,777.0622,810.9487,1244.9491,33.88653564453125,0.6241718612404832,0.40106043614899534,CMA,0.9972305145645298,1.3045073,39.51022307288528
Al10.9Co21.7Cr21.7Fe21.7Mo2.2Ni21.7,CMA,841,1009,1439,NAN,NAN,837.5452,1010.51215,1437.6609,172.9669189453125,0.5825749546713437,0.44414092376643094,CMA,0.99746121985529,0.89704895,71649.77805413803
Al11.11Co22.22Cr22.22Cu22.22Fe22.22,CMA,812,881,1302,NAN,NAN,806.7127,878.3847,1299.8431,71.6719970703125,0.6206231220620352,0.4169766995594894,CMA,0.997430245153497,0.6757283,51.032790404621004
Al12.7Cr15.9Cu15.9Fe15.9Mn23.8Ni15.9,CMA,799,840,1262,NAN,NAN,792.2797,832.434,1253.8309,40.154296875,0.6318872054522745,0.4068372442393132,CMA,0.997454344768085,0.97479934,51.75215312666881
Al12.7Cr15.9Cu15.9Fe23.8Mn15.9Ni15.9,CMA,808,847,1257,NAN,NAN,802.4875,841.45856,1251.179,38.9710693359375,0.6413850588965992,0.40973477462704183,CMA,0.9973438485167391,1.3057168,51.205432289610634
Al7.0Co14.1Cr14.1Cu14.1Fe14.1Ni14.1Ti22.5,CMA,781,814,1252,NAN,NAN,777.14984,811.03625,1245.0923,33.88641357421875,0.6241704736055506,0.4010579367667585,CMA,0.997539475993592,1.301897,39.57099442691444
Al13.94Co17.21Cr17.21Fe17.21Mn17.21Ni17.21,CMA,800,840,1260,NAN,NAN,797.94025,838.5373,1258.6384,40.5970458984375,0.6339709872186023,0.4077341182968326,CMA,0.9974596404429024,0.6620543,33287.475985951176
Al12.5Co25.0Fe25.0Ni25.0Cr12.5,CMA,829,975,1412,NAN,NAN,824.16974,977.78766,1406.6868,153.617919921875,0.585894285611639,0.4383014577177955,CMA,0.9975031206408731,0.94519967,78427.94328748422
Al11.1Ti11.1Co11.1Cr11.1Fe11.1Ni11.1Cu11.1V11.1Mn11.2,CMA,778,817,1260,NAN,NAN,776.175,814.0997,1253.0553,37.9246826171875,0.6194259655769117,0.40118643811369054,CMA,0.9975078528148373,2.1585,16.71217610173643
Al10.71Cr17.86Cu17.86Fe17.86Ni35.71,CMA,812,918,1357,NAN,NAN,810.5757,918.79834,1354.1843,108.22265625,0.5985711604602272,0.42443427248234633,CMA,0.9975123794316453,0.8548254,49.73761148160279
Al13.0Cr23.5Fe20.0Co20.0Ni23.5,CMA,820,896,1312,NAN,NAN,815.24756,895.91156,1308.3315,80.66400146484375,0.6231200057623486,0.4218875385425457,CMA,0.9974262710360904,1.3088104,31197.369415099573
Al13.79Cr17.24Cr17.24Cu17.24Mn17.24Ni17.24,CMA,796,837,1261,NAN,NAN,796.0687,838.686,1263.299,42.61724853515625,0.630150706183094,0.40725412173080094,CMA,0.9974000821322175,1.294383,43.91714059368348
Al7.94Cr15.87Cr15.87Cu15.87Co15.87Cu15.87Ti12.70,CMA,804,837,1250,NAN,NAN,793.81305,828.65094,1246.3179,34.837890625,0.6369266362358807,0.4061753741641301,CMA,0.9974585617669187,0.7899882,39.148229532603565
Al12.5Co43.8Cr12.5Cu6.3Fe12.5Ni12.5,CMA,821,925,1352,NAN,NAN,813.88116,922.33624,1345.0139,108.455078125,0.6051098467157617,0.4272260615989721,CMA,0.9970010814051591,1.047225,593.7648663050038
Al9.1Co15.2Cr15.2Cu15.2Fe15.2Ni15.2Ti15.2,CMA,787,813,1240,NAN,NAN,784.78485,817.0074,1246.3628,32.2225341796875,0.6296600440108738,0.40223928952189086,CMA,0.9975143016209403,0.69693613,40.90326591523022
Al11.1Cr22.2Cu22.2Fe22.2Ni22.2,CMA,811,902,1335,NAN,NAN,805.63226,900.2729,1331.2937,94.640625,0.6051499098015966,0.42129343889325177,CMA,0.9974954651008494,1.0182452,46.441502228266344
Al10.6Co21.3Cr21.3Fe21.3Mo4.3Ni21.3,CMA,847,1016,1436,NAN,NAN,845.82184,1020.43744,1438.1084,174.6156005859375,0.58814887618895,0.4467901087851273,CMA,0.9974911334963231,0.8987172,71882.71951933735
Al12.7Cr15.9Cu23.8Fe15.9Mn15.9Ni15.9,CMA,806,849,1265,NAN,NAN,799.5327,838.92334,1257.5903,39.390625,0.6357656340696823,0.4078138841126535,CMA,0.9974658740905495,0.625759,47.82025857806998
Al14.97Co17.01Cr17.01Fe17.01Mn17.01Ni17.01,CMA,797,833,1253,NAN,NAN,794.6879,832.7006,1253.1926,38.0126953125,0.6341307075658519,0.4066158159718471,CMA,0.9973145275967733,0.6865714,29838.671755200226
Al13.8Cr17.2Cu17.2Fe17.2Mn17.2Ni17.2,CMA,804,843,1258,NAN,NAN,795.624,834.3772,1251.4109,38.753173828125,0.635781605098464,0.40760281728944125,CMA,0.9974876775983584,0.63832873,46.951465217824136
Al13.3Co40.0Cr13.3Cu6.7Fe13.3Ni13.3,CMA,820,922,1350,NAN,NAN,812.29895,918.3876,1342.032,106.088623046875,0.6052754038912032,0.42629828098252526,CMA,0.99745822725452,0.7576543,574.6278739312932
Al11.11Co22.22Cr22.22Cu22.22Ni22.22,CMA,813,904,1333,NAN,NAN,807.0467,900.6951,1328.498,93.6484375,0.6074880529880577,0.42176364327234755,CMA,0.9973657736255179,0.4437859,47.925037155917344
Al14.29Co28.57Fe28.57Ni28.57,CMA,824,961,1399,NAN,NAN,817.0795,960.64886,1390.0945,143.5693359375,0.587787045514379,0.43523929688287033,CMA,0.9973760565764485,1.4851712,40826.09931026401
Al10.4Co20.8Cr20.8Fe20.8Mo6.3Ni20.8,CMA,900,1105,1473,NAN,NAN,895.4301,1098.6937,1464.8704,203.26361083984375,0.6112691869431038,0.4654889225855452,CMA,0.9975043815976699,0.97843236,71954.08268021919
Al15.4Co15.4Cr30.8Cu7.7Fe15.4Ni15.4,CMA,801,848,1270,NAN,NAN,803.27246,851.12885,1269.6794,47.85638427734375,0.6326576878429768,0.41058784019571276,CMA,0.9973464814718035,1.3340434,48.55207806613828
Al14.8Co21.3Cr21.3Fe21.3Ni21.3,CMA,822,903,1319,NAN,NAN,814.4711,900.04803,1312.8088,85.576904296875,0.6204034485932904,0.4230980632997885,CMA,0.9974738627607622,0.5458667,29961.53434423613
Al14.29Co14.29Cr14.29Cu14.29Fe14.29Mn14.29Ni14.29,CMA,805,842,1254,NAN,NAN,795.09515,836.06836,1249.1954,40.97320556640625,0.6364857986229222,0.4089772579924611,CMA,0.9974118904737365,0.4300945,48.050363233929
Al16.7Cr20.8Fe31.3Mn20.8Ni10.4,CMA,797,840,1264,NAN,NAN,795.1474,836.7935,1260.6675,41.6461181640625,0.63073523527924,0.4070373874885842,CMA,0.9973941899083894,1.4208387,19859.19514882233
Al14.9Co21.3Cr21.3Fe21.3Ni21.3,CMA,822,903,1319,NAN,NAN,814.41016,899.95026,1312.7432,85.54010009765625,0.6203880382280367,0.4230772872617591,CMA,0.9971853695869655,0.5476268,29873.419280530066
Al15.97Co16.81Cr16.81Fe16.81Mn16.81Ni16.81,CMA,797,833,1253,NAN,NAN,793.52545,831.243,1251.981,37.717529296875,0.6338159116587502,0.4063751535683583,CMA,0.9972093897257542,0.712999,28972.27562327555
Al16.67Cr16.67Cr16.67Fe16.67Fe16.67Ni16.67,CMA,811,852,1260,NAN,NAN,810.5777,852.1263,1261.5383,41.548583984375,0.6425311688339335,0.4112348296585619,CMA,0.9974153567769916,1.3106527,16834.931756616388
Al14.3Co42.9Cu14.3Fe14.3Ni14.3,CMA,792,884,1340,NAN,NAN,794.30536,887.08215,1339.0647,92.77679443359375,0.5931792246548604,0.41581260164503125,CMA,0.9975161195114424,0.5832341,560.0880365783853
Al13.3Co13.3Cr13.3Cu6.7Fe13.3Ni40,CMA,820,925,1352,NAN,NAN,814.68494,921.59735,1346.7434,106.91241455078125,0.60492958908217,0.42638348540340254,CMA,0.9974617163890347,1.2173475,50.76974698738947
Al16.7Co16.7Cr33.3Fe16.7Ni16.7,CMA,814,856,1262,NAN,NAN,811.62555,853.93274,1258.3207,42.30718994140625,0.6450069231540091,0.41253860979355456,CMA,0.9975116705201782,1.5887349,10277.150337304938
Al15.79Co21.05Cr21.05Fe21.05Ni21.05,CMA,809,861,1277,NAN,NAN,807.4134,858.78766,1273.8334,51.374267578125,0.6338453737972369,0.41263134822698055,CMA,0.9973701032057996,0.5553958,28887.252281882837
Al13.8Co17.2Cr17.2Cu17.2Fe17.2Ni17.2,CMA,812,880,1301,NAN,NAN,805.02637,873.94403,1294.4487,68.91766357421875,0.6219067223280301,0.41626787178249774,CMA,0.9973685859944279,0.3039608,46.84622329146494
Al15Co25Fe25Ni25Cr10,CMA,820,905,1324,NAN,NAN,812.78546,901.144,1316.709,88.3585205078125,0.6172855741632117,0.42317273177706033,CMA,0.9974714238560783,0.7508949,35771.08587315442
Al15.4Co15.4Cr15.4Cu7.7Fe30.8Ni15.4,CMA,808,856,1270,NAN,NAN,805.25824,852.08234,1263.8229,46.8240966796875,0.6371606773804174,0.4118167866648279,CMA,0.997473753241387,1.7912906,532.0726726665488
Al15.1Co18.9Cr18.9Fe18.9Ni18.9Ti9.4,CMA,798,830,1248,NAN,NAN,793.1375,827.3438,1245.1733,34.206298828125,0.636969558235609,0.4058967797785852,CMA,0.9973628280112058,0.58144677,1153.8082475239994
Al10.2Co20.4Cr20.4Fe20.4Mo8.2Ni20.4,CMA,905,1111,1473,NAN,NAN,901.7106,1106.5598,1466.2722,204.8492431640625,0.6149680536530127,0.46730061553680785,CMA,0.9971295022538933,1.0395705,72070.270663685
Al16.7Co16.7Cr16.7Fe16.7Ni16.7V16.7,CMA,810,845,1252,NAN,NAN,801.96606,838.2043,1246.3604,36.23822021484375,0.6434463864706063,0.40921421415754217,CMA,0.997358032508377,0.6411095,406.0692259172165
Al16.67Cr16.67Mn16.67Fe16.67Ni16.67Ti16.67,CMA,784,845,1293,NAN,NAN,778.0824,840.4234,1284.227,62.34100341796875,0.6058760380320574,0.40751566240228515,CMA,0.9973309532230562,0.67181724,187.7254052030261
Al14.3Co14.3Cr14.3Cu7.1Fe14.3Ni35.7,CMA,820,927,1357,NAN,NAN,813.107,922.39966,1350.3059,109.29266357421875,0.6021650277091074,0.4263632046363646,CMA,0.9968959710231953,1.0289137,49.52504096393364
Al14.29Co14.29Cr14.29Cu14.29Fe14.29Ni14.29V14.29,CMA,776,820,1268,NAN,NAN,780.5684,824.0318,1269.237,43.46337890625,0.6149902525489079,0.4020048765464687,CMA,0.9974515398234108,0.45266956,39.37139215913281
Al15.38Co30.77Cu15.38Mn7.69Fe15.38Ni15.38,CMA,789,875,1330,NAN,NAN,788.7504,874.09015,1326.1832,85.3397216796875,0.5947522264398878,0.4132943588788722,CMA,0.9972123380763043,0.28816175,49.81949375361199
Al13.79Cr17.24Cu17.24Fe17.24Ni34.48,CMA,809,876,1300,NAN,NAN,807.3266,873.9207,1296.6044,66.5941162109375,0.6226468286915672,0.4153751848847162,CMA,0.9971023094457984,0.7076909,45.863399207336094
Al16.7Co20.8Cr20.8Fe20.8Ni20.8,CMA,802,849,1270,NAN,NAN,803.16724,848.26965,1268.6431,45.1024169921875,0.6330915744515105,0.4094340356357753,CMA,0.9974386263612024,0.58100754,27796.354811704787
Al13.8Cr17.2Cu17.2Fe17.2Ni34.5,CMA,809,876,1300,NAN,NAN,807.3049,873.89606,1296.5857,66.5911865234375,0.622639039394142,0.4153714418881291,CMA,0.9974158036116685,0.7077086,45.84069108606537
Al16.6Co20.8Cr20.8Fe20.8Ni20.8,CMA,802,849,1270,NAN,NAN,803.2818,848.417,1268.7817,45.13519287109375,0.6331126742134299,0.40945510443716987,CMA,0.9974414367752372,0.5776554,27898.00140491296
Al15.38Co15.38Cr15.38Fe15.38Ni15.38Ti23.08,CMA,783,837,1282,NAN,NAN,778.62885,832.1326,1276.3687,53.5037841796875,0.6100344471678112,0.404931212998134,CMA,0.9973660916459036,2.3183246,151.32252680511672
Al15.4Co30.8Cr15.4Cu7.7Fe15.4Ni15.4,CMA,812,877,1296,NAN,NAN,807.1254,871.7504,1289.1558,64.625,0.6260883682279047,0.4158556742459581,CMA,0.9974662964192731,0.42587987,51.370729469304024
Al16.7Co16.7Cr25.0Cu8.3Fe16.7Ni16.7,CMA,796,836,1260,NAN,NAN,796.66223,836.38495,1258.1006,39.72271728515625,0.6332261826677896,0.40704695532489094,CMA,0.9974415498991308,1.4628626,46.08627298912317
Al17.50Co7.50Cr25Fe25Ni25,CMA,802,849,1270,NAN,NAN,804.2886,850.1423,1269.7107,45.85369873046875,0.6334423884316351,0.4099048086656062,CMA,0.9974829555688742,0.88007724,26855.02315162767
Al14.9Cr21.3Cu21.3Fe21.3Ni21.3,CMA,804,844,1259,NAN,NAN,797.5737,836.63763,1254.5476,39.06390380859375,0.6357460854815887,0.4076940377888782,CMA,0.997487395192204,1.0799419,42.55848619406826
Al18.2Co9.1Cr9.1Fe9.1Mn18.2Ni18.2V18.2,CMA,774,819,1270,NAN,NAN,774.3166,817.862,1267.9707,43.54541015625,0.6106738802774487,0.40046373618590214,CMA,0.99746469307336,1.1488984,242.78670245896916
Al17.2Co17.2Cr17.2Fe17.2Ni17.2V13.8,CMA,796,836,1260,NAN,NAN,792.74225,831.92535,1255.3429,39.18310546875,0.631494591136771,0.4061966644422145,CMA,0.9975188568173853,0.45990387,715.0577397755533
Al16.7Cr16.7Cu16.7Fe16.7Mn16.7Ni16.7,CMA,793,832,1260,NAN,NAN,784.85297,824.8129,1249.6244,39.9599609375,0.628071101052533,0.4054176001669463,CMA,0.9974271381557547,0.7437638,43.726433110163065
Al15.4Co15.4Cr15.4Cu7.7Fe15.4Ni30.8,CMA,813,878,1296,NAN,NAN,810.47595,875.8589,1293.3096,65.3829345703125,0.6266681781010897,0.416325180189566,CMA,0.9972025684500785,0.9614338,48.4646257182549
Al16.7Co16.7Cr16.7Cu8.3Fe25.0Ni16.7,CMA,807,853,1269,NAN,NAN,802.46027,846.544,1260.6934,44.083740234375,0.6365229578992215,0.41031554601141584,CMA,0.9974875290614765,1.6234068,48.67950153049873
Al14.29Co14.29Cr14.29Cu14.29Fe14.29Ni14.29Ti14.29,CMA,776,916,1262,NAN,NAN,725.142,871.12616,1178.5033,145.984130859375,0.6153075950931289,0.4576094865791421,CMA,0.9974373768216722,0.74041003,36.13025077453291
Al16.67Co20.83Cr20.83Cu20.83Fe20.83,CMA,830,797,1250,NAN,NAN,784.81866,811.9982,1235.2141,27.1795654296875,0.6353705461694651,0.40197279948944015,CMA,0.9975134750373507,0.7465016,43.697768660858664
Al16.4Co16.4Cr16.4Fe16.4Ni34.4,CMA,811,891,1318,NAN,NAN,810.55756,892.56995,1318.8904,82.01239013671875,0.6145753793610906,0.4191555617657491,CMA,0.9972380458384715,1.5204518,3058.3267516496962
Al16.7Co25.0Cr16.7Fe16.7Ni16.7Ti8.3,CMA,792,824,1248,NAN,NAN,790.84204,824.12195,1244.3436,33.2799072265625,0.6355495566215992,0.4049369847760718,CMA,0.997493626788998,0.7526011,2921.6562843149286
