Alloys,Phase,Tg_K,Tx_K,Tl_K,Rc_mm/s,Dmax_mm
Fe64Mo14C15B7,MMG,793.0,843.0,1343.0,NAN,2.5
Fe72B20Nb4Hf3Y1,MMG,841.0,916.0,1446.0,NAN,NAN
Fe72.8B16Si8Zr3.2,MMG,850.0,883.0,1472.0,NAN,NAN
Fe71B20Nb4Hf3Y2,MMG,850.0,928.0,1432.0,NAN,NAN
Fe70B20Nb4Hf3Y3,MMG,850.0,924.0,1437.0,NAN,NAN
Fe70.56B21.56Y5.88Ta2,MMG,917.3,978.8,1415.4,NAN,4
Fe70.56B21.56Y5.88Ti2,MMG,914.5,973.7,1416.0,NAN,2
Fe70.56B21.56Y5.88Nb2,MMG,918.0,980.0,1411.5,NAN,4
Fe74B20Nb2Hf2Si2,MMG,790.0,858.0,1415.0,80,3.119
Fe76C7Si3.3B5P8.7,MMG,779.0,795.0,1292.0,NAN,1
Fe70Nb4Hf3Y3B20,MMG,850.0,924.0,1437.0,NAN,3.5
Fe71Nb4Hf3Y2B20,MMG,850.0,928.0,1432.0,NAN,4
Fe72Nb4Hf3Y1B20,MMG,841.0,916.0,1446.0,NAN,3
Fe73Nb4Hf3Y0B20,MMG,836.0,899.0,1448.0,NAN,2
Fe70.56B23.52Nb3.92Y2,MMG,855.0,918.0,1473.0,NAN,2
Fe71Mo5P12C10B2,MMG,701.0,733.0,1257.0,NAN,3
Fe69Mo7P12C10B2,MMG,716.0,753.0,1263.0,NAN,2.5
Fe76Mo4P9C4B4Si3,MMG,744.0,788.0,1245.0,NAN,4
Fe72B14.4Si9.6Nb4,MMG,835.0,885.0,1369.0,NAN,1.5
Fe72Si9.6Nb4B14.4,MMG,785.0,835.0,1429.0,320,1.893
Fe63Mo14C15B6Er2,MMG,777.0,819.0,1423.0,NAN,3
Fe61Cr4Mo14C15B6,MMG,800.0,853.0,1433.0,NAN,2
Fe59Cr6Mo14C15B6,MMG,806.0,858.0,1436.0,NAN,1.5
Fe56.8Co14.2Nb6B23,MMG,809.0,864.0,1475.0,NAN,2
Fe66Mo10P12C10B2,MMG,721.0,757.0,1267.0,NAN,2.5
Fe55.8Co14.2Nb6B24,MMG,821.0,868.0,1477.0,NAN,2
Fe56.8Co14.2Nb5B24,MMG,823.0,868.0,1496.0,NAN,2
Fe66.96Mo3.72B22.32Dy7,MMG,880.0,957.0,1406.0,NAN,2
Fe67.68Mo3.76B22.56Dy6,MMG,854.0,945.0,1400.0,NAN,3
Fe68.4Mo3.8B22.8Dy5,MMG,853.0,942.0,1401.0,NAN,2
Fe69.12Mo3.84B23.04Dy4,MMG,848.0,923.0,1396.0,NAN,2
Fe56.8Co14.271Nb6B23,MMG,809.0,864.0,1475.0,NAN,2
Fe74Mo5P10C4B4Si3,MMG,758.0,799.0,1265.0,NAN,3
Fe78Mo1P10C4B4Si3,MMG,742.0,780.0,1270.0,NAN,1.5
Fe76Mo3P10C4B4Si3,MMG,750.0,793.0,1250.0,NAN,3.5
Fe77Mo2P10C4B4Si3,MMG,742.0,783.0,1264.0,NAN,2.5
Fe33.3Ni33.3Co33.3,CMA,870.0,1043.0,1438.0,NAN,NAN
Fe33.3Co33.3Cr33.3,CMA,891.0,1090.0,1468.0,NAN,NAN
Fe33.3Ni33.3Mn33.3,CMA,822.0,924.0,1348.0,NAN,NAN
Fe33.3Co33.3Mn33.3,CMA,822.0,924.0,1348.0,NAN,NAN
Fe70B16.67Si8.33Hf5,MMG,861.0,901.0,1543.0,NAN,NAN
Fe56.8B24Co14.2Nb5,MMG,823.0,868.0,1496.0,NAN,NAN
Fe55.8B24Co14.2Nb6,MMG,821.0,868.0,1477.0,NAN,NAN
Fe50Cr15Mo14C15B6,MMG,829.0,874.0,1483.0,NAN,1.5
Fe68.4Mo3.8B22.8Dy5,MMG,853.0,942.0,1401.0,NAN,2
Fe75Mo5Ga10C4B4Si2,MMG,738.0,798.0,1230.0,NAN,2.5
Fe58Cr5Mo14Er2C15B6,MMG,793.0,829.0,1416.0,NAN,6
Fe74Mo6P10C7.5B2.5,MMG,711.0,749.0,1255.0,NAN,3
Fe73.5B14.7Si9.8Nb2,MMG,812.0,870.0,1425.0,NAN,1
Fe64Mo14C15B6Er1,MMG,783.0,832.0,1413.0,NAN,3.5
Fe64Mo14C15B6Dy1,MMG,785.0,835.0,1408.0,NAN,3
Fe63Mo14C15B6Dy2,MMG,777.0,817.0,1418.0,NAN,3
Fe75Mo4P10C4B4Si3,MMG,752.0,799.0,1226.0,NAN,4
Fe46Cr16Mo16C18B4,MMG,862.0,915.0,1389.0,NAN,1.2
Fe44Cr16Mo16C18B6,MMG,870.0,932.0,1414.0,NAN,1.2
Fe42Cr16Mo16C18B8,MMG,887.0,947.0,1405.0,NAN,1.2
Fe65Cr2Mo9P10C8B6,MMG,756.0,820.0,1288.0,NAN,2.5
Fe42Al28Zr10B20,MMG,709.0,833.0,1222.0,NAN,NAN
Fe20Cr20Ni20Ni20Cu20,CMA,872.0,1043.0,1436.0,NAN,NAN
Fe20Co20Cr20Cr20Cu20,CMA,871.0,1066.0,1469.0,NAN,NAN
Fe61B15Zr8Mo7Co7Y2,MMG,905.0,916.0,1490.0,NAN,NAN
Fe48Cr15C15Mo14B6Y2,MMG,839.0,886.0,1464.0,NAN,NAN
Fe72C7Si3.3B5P8.7Ga4,MMG,782.0,801.0,1290.0,NAN,2
Fe75C7Si3.3B5P8.7Ga1,MMG,781.0,794.0,1282.0,NAN,3
Fe74C7Si3.3B5P8.7Ga2,MMG,784.0,800.0,1283.0,NAN,3
Fe71Nb4.8Zr1.2B23,MMG,825.0,877.0,1507.0,NAN,2
Fe72Nb3.6Zr2.4B22,MMG,816.0,857.0,1453.0,NAN,1.5
Fe74.25B14.85Si9.9Zr1,MMG,867.0,919.0,1469.0,NAN,0.75
Fe74.25B14.85Si9.9Nb1,MMG,815.0,858.0,1455.0,NAN,0.5
Fe69.776B23.52Y4.704Nb2,MMG,858.0,922.0,1397.0,NAN,2
Fe68.352B23.04Y4.608Nb4,MMG,864.0,957.0,1393.0,NAN,7
Fe66Co4Hf5Mo7B15Y3,MMG,877.0,937.0,1482.0,NAN,NAN
Fe62Co8Hf5Mo7B15Y3,MMG,889.0,939.0,1481.0,NAN,NAN
Fe66.928B22.56Y4.512Nb6,MMG,864.0,947.0,1393.0,NAN,3
Fe65.504B22.08Y4.416Nb8,MMG,914.0,946.0,1393.0,NAN,1
Fe63Cr3Mo12P10C7B5,MMG,747.0,791.0,1299.0,NAN,2.5
Fe69Cr2Mo5P12C10B2,MMG,710.0,744.0,1266.0,NAN,3
Fe61Co7Zr8Mo7B15Y2,MMG,904.6,961.4,1490.2,NAN,5
Fe55Cr8Mo14C15B6Er2,MMG,843.0,893.0,1443.0,NAN,4
Fe48Cr15Mo14C15B6Y2,MMG,839.0,886.0,1464.0,NAN,7
Fe36Co36B19.2Si4.8Nb4,MMG,820.0,870.0,1397.0,NAN,5
Fe76.0C7.0Si3.3B5.0P8.7,MMG,779.0,795.0,1292.0,NAN,1
Fe71Mo2Nb3P12C10B2,MMG,719.0,757.0,1305.0,NAN,1
Fe71Mo4Nb1P12C10B2,MMG,729.0,777.0,1296.0,NAN,2
Fe71Mo3Nb2P12C10B2,MMG,724.0,766.0,1305.0,NAN,1
Fe60Co10Hf5Mo7B15Y3,MMG,879.0,943.0,1480.0,NAN,NAN
Fe58Co12Hf5Mo7B15Y3,MMG,874.0,935.0,1460.0,NAN,NAN
Fe63Cr3Mo10P12C10B2,MMG,735.0,778.0,1277.0,NAN,2.5
Fe64Cr3Mo10P10C10B3,MMG,729.0,775.0,1288.0,NAN,2.5
Fe64.5Mo14C15B6Er0.5,MMG,789.0,846.0,1423.0,NAN,2.5
Fe63.5Mo14C15B6Er1.5,MMG,779.0,821.0,1413.0,NAN,3
Fe20Co20Fe20Cu20Ni20,CMA,870.0,1040.0,1434.0,NAN,NAN
Fe72.5B16.67Si8.33Hf2.5,MMG,852.0,885.0,1458.0,NAN,NAN
Fe31.7Co31.7Cr31.7Ni5.0,CMA,883.0,1081.0,1468.0,NAN,NAN
Fe76.55B13.79Si6.9Zr2.76,MMG,830.0,852.0,1505.0,NAN,NAN
Fe56.05B25Co13.45Nb5.5,MMG,821.0,879.0,1510.0,NAN,NAN
Fe46Co30Mo4P9C4B4Si3,MMG,734.0,775.0,1233.0,NAN,3
Fe66Co10Mo4P9C4B4Si3,MMG,744.0,788.0,1221.0,NAN,6
Fe56Co20Mo4P9C4B4Si3,MMG,736.0,778.0,1220.0,NAN,5
Fe64.5Mo14C15B6Dy0.5,MMG,792.0,851.0,1418.0,NAN,2
Fe49Cr15Mo14C13B8Er1,MMG,861.0,914.0,1468.0,NAN,4
Fe49Cr15Mo14C15B6Er1,MMG,857.0,901.0,1463.0,NAN,6
Fe49Cr15Mo14C17B4Er1,MMG,849.0,891.0,1463.0,NAN,4
Fe49Cr15Mo14C18B3Er1,MMG,848.0,887.0,1461.0,NAN,4
Fe49Cr15Mo14C19B2Er1,MMG,841.0,883.0,1498.0,NAN,3
Fe74.25B14.85Si9.9Zr1,MMG,867.0,919.0,1469.0,NAN,0.75
Fe61B15Mo7Zr8Co6Y2Al1,MMG,899.5,955.6,1495.0,NAN,5
Fe61B15Mo7Zr8Co5Y2Cr2,MMG,901.1,958.9,1490.0,NAN,5
Fe64.8Co7.2B19.2Si4.8Nb4,MMG,832.0,877.0,1460.0,NAN,2
Fe67.68Mo3.76B22.56Dy6,MMG,854.0,945.0,1400.0,NAN,3
Fe69.12Mo3.84B23.04Dy4,MMG,848.0,923.0,1396.0,NAN,2
Fe70Tb1.92B19.2Si4.8Nb4,MMG,844.0,914.0,1440.0,NAN,2.5
Fe31.7Co31.7Cr31.7Al5.0,CMA,888.0,1086.0,1468.0,NAN,0
Fe61Co7Zr10Mo5W2B15,MMG,897.0,964.0,1460.0,NAN,NAN
Fe59Co9Zr10Mo5W2B15,MMG,867.0,919.0,1439.0,NAN,NAN
Fe48Cr15Mo14Er2C15B6,MMG,844.0,880.0,1446.0,27.8,8
Fe74Mo4Ga2P10C4B4Si2,MMG,740.0,790.0,1276.0,NAN,1.5
Fe73Mo4Ga3P10C4B4Si2,MMG,744.0,801.0,1283.0,NAN,2
Fe72B19.2Si4.8Nb4,MMG,835.0,880.0,1475.0,NAN,1.5
Fe48Cr15Mo14C15B6Er2,MMG,843.0,893.0,1443.0,NAN,12
Fe76Mo2Ga2P10C4B4Si2,MMG,738.0,788.0,1277.0,NAN,4
Fe52.5Mn17.5Zr9B21,MMG,833.0,903.0,1436.0,NAN,
Fe66.96Mo3.72B22.32Dy7,MMG,880.0,957.0,1406.0,NAN,2
Fe56.05Co13.45Nb5.5B25,MMG,821.0,879.0,1510.0,NAN,2.5
Fe61Co6Zr8Al1Mo7B15Y2,MMG,899.5,955.6,1495.7,NAN,5
Fe61Co5Zr8Cr2Mo7B15Y2,MMG,901.1,958.9,1490.1,NAN,5
Fe57Co11Zr10Mo5W2B15,MMG,881.0,949.0,1430.0,NAN,
Fe74.25B14.85Si9.9Nb1,MMG,815.0,858.0,1455.0,NAN,0.5
Fe73.5B14.7Si9.8Nb2,MMG,812.0,870.0,1424.0,NAN,1
Fe72B14.4Si9.6Nb4,MMG,835.0,885.0,1374.0,NAN,1.5
Fe64.75Mo14C15B6Er0.25,MMG,793.0,845.0,1423.0,NAN,2
Fe30.0Co30.0Cr30.0Ni10.0,CMA,885.0,1082.0,1468.0,NAN,NAN
Fe28.3Co28.3Cr28.3Ni15.0,CMA,882.0,1077.0,1466.0,NAN,NAN
Fe26.7Co26.7Cr26.7Ni20.0,CMA,885.0,1082.0,1466.0,NAN,NAN
Fe31.7Co31.7Mn31.7Ni5.0,CMA,829.0,965.0,1397.0,NAN,NAN
Fe20.0Co20.0Cr20.0Ni40.0,CMA,879.0,1075.0,1468.0,NAN,NAN
Fe25.0Ni25.0Cr25.0Mn25.0,CMA,846.0,987.0,1399.0,NAN,NAN
Fe33.3Co22.2Ni22.2Cu22.2,CMA,867.0,1038.0,1436.0,NAN,NAN
Fe40.0Co20.0Ni20.0Cu20.0,CMA,870.0,1040.0,1434.0,NAN,NAN
Fe70.83B16.67Si8.33Hf4.17,MMG,858.0,893.0,1485.0,NAN,NAN
Fe43Cr20Mo10C15B6W4Y2,MMG,858.0,920.0,1503.0,NAN,NAN
Fe60.5Cr4Mo14C15B6Er0.5,MMG,803.0,859.0,1441.0,NAN,3
Fe67.2Tb4.8B19.2Si4.8Nb4,MMG,935.0,995.0,1396.0,NAN,3.5
Fe52Co13Mo14C15B6,MMG,775.0,838.0,1392.0,NAN,2
Fe45.5Co19.5Mo14C15B6,MMG,776.0,838.0,1374.0,NAN,1.5
Fe43Co5Cr15Mo14C15B6Y2,MMG,835.0,872.0,1442.0,NAN,9
Fe45Co3Cr15Mo14C15B6Y2,MMG,834.0,880.0,1446.0,NAN,8
Fe39Co9Cr15Mo14C15B6Y2,MMG,838.0,888.0,1466.0,NAN,10
Fe41Co7Cr15Mo14C15B6Y2,MMG,838.0,876.0,1437.0,NAN,16
Fe41Co7Cr15Mo14Y2C15B6,MMG,789.0,883.0,1438.0,NAN,NAN
Fe75.71B14.29Si7.14Zr2.86,MMG,839.0,862.0,1496.0,NAN,NAN
Fe41Cr20C15Mo10W6B6Y2,MMG,881.0,918.0,1518.0,NAN,NAN
Fe71.67B16.67Si8.33Zr3.33,MMG,847.0,883.0,1461.0,NAN,NAN
Fe73.85B15.38Si7.69Zr3.08,MMG,848.0,873.0,1483.0,NAN,NAN
Fe74.81B14.81Si7.41Zr2.96,MMG,840.0,865.0,1492.0,NAN,NAN
Fe73.33B16.67Si8.33Hf1.67,MMG,840.0,872.0,1486.0,NAN,NAN
Fe71.67B16.67Si8.33Hf3.33,MMG,854.0,887.0,1467.0,NAN,NAN
Fe45Cr20Mo10C15B6W2Y2,MMG,856.0,913.0,1500.0,NAN,NAN
Fe20.0Co20.0Mn20.0Ni40.0,CMA,870.0,1041.0,1436.0,NAN,NAN
Fe30.0Co30.0Mn30.0Ni10.0,CMA,831.0,975.0,1408.0,NAN,NAN
Fe28.3Co28.3Mn28.3Ni15.0,CMA,831.0,997.0,1439.0,NAN,NAN
Fe26.7Co26.7Mn26.7Ni20.0,CMA,839.0,1006.0,1439.0,NAN,NAN
Fe45Cr15Mo14C15B6Co3Y2,MMG,834.0,880.0,1446.0,NAN,NAN
Fe43Cr15Mo14C15B6Co5Y2,MMG,835.0,872.0,1442.0,NAN,NAN
Fe41Cr15C15Mo14Co7B6Y2,MMG,838.0,875.0,1436.0,NAN,NAN
Fe39Cr15C15Mo14Co9B6Y2,MMG,838.0,888.0,1466.0,NAN,NAN
Fe43.2Co28.8B19.2Si4.8Nb4,MMG,825.0,875.0,1407.0,NAN,4
Fe50.4Co21.6B19.2Si4.8Nb4,MMG,828.0,878.0,1413.0,NAN,3.5
Fe57.6Co14.4B19.2Si4.8Nb4,MMG,830.0,880.0,1431.0,NAN,2.5
Fe56Mn5Cr7Mo12Er2C12B6,MMG,793.0,832.0,1401.0,NAN,8
Fe71.28Nb3.96B19.8Si3.96Y1,MMG,855.0,881.0,1419.0,NAN,2
Fe70.56Nb3.92B19.6Si3.92Y2,MMG,855.0,903.0,1416.0,NAN,2
Fe71.04Tb0.96B19.2Si4.8Nb4,MMG,836.0,882.0,1459.0,NAN,1
Fe69.12Tb2.88B19.2Si4.8Nb4,MMG,860.0,940.0,1422.0,NAN,3
Fe69.12Nb3.84B19.2Si3.84Y4,MMG,905.0,933.0,1424.0,NAN,3
Fe66.24Tb5.76B19.2Si4.8Nb4,MMG,952.0,1012.0,1411.0,NAN,3
Fe65.5Cr4Mo4Ga4P12C5B5.5,MMG,745.0,806.0,1322.0,NAN,3
Fe65.28Tb6.72B19.2Si4.8Nb4,MMG,959.0,1019.0,1438.0,NAN,2
Fe69.84Nb3.88B19.4Si3.88Y3,MMG,859.0,915.0,1416.0,NAN,4
Fe68.16Tb3.84B19.2Si4.8Nb4,MMG,869.0,969.0,1397.0,NAN,3.5
Fe70Cr6Mo2Ga2P10C4B4Si2,MMG,750.0,805.0,1255.0,NAN,3
Fe57.6Co6.4Mo14C15B6Er1,MMG,776.0,830.0,1398.0,NAN,3.5
Fe56.7Co6.3Mo14C15B6Er2,MMG,767.0,809.0,1415.0,NAN,1.5
Fe62.9Ni11.1Mo6P10C7.5B2.5,MMG,698.0,739.0,1335.0,NAN,3
Fe72.0C7.0Si3.3B5.0P8.7Ga4.0,MMG,782.0,801.0,1290.0,NAN,2
Fe74.0C7.0Si3.3B5.0P8.7Ga2.0,MMG,784.0,800.0,1283.0,NAN,3
Fe75.0C7.0Si3.3B5.0P8.7Ga1.0,MMG,781.0,794.0,1282.0,NAN,3
Fe27Co40Zr3Ti3Mo1.5Si1.5B24,MMG,811.0,856.0,1379.0,NAN,1.5
Fe40.4Ni11.3Mn34.8Al7.5Cr6.0,CMA,808.0,844.0,1253.0,NAN,0
Fe39Ni39B8.7Si2.75Nb2.3P8.25,MMG,703.0,754.0,1341.0,NAN,NAN
Fe33.84Co33.84Mo3.76B22.56Dy6,MMG,831.0,912.0,1365.0,NAN,2
Fe40.608Co27.072Mo3.76B22.56Dy6,MMG,847.0,927.0,1366.0,NAN,2
Fe47.376Co20.304Mo3.76B22.56Dy6,MMG,845.0,929.0,1367.0,NAN,2
Fe54.144Co13.536Mo3.76B22.56Dy6,MMG,852.0,944.0,1370.0,NAN,3
Fe60.912Co6.768Mo3.76B22.56Dy6,MMG,860.0,945.0,1385.0,NAN,2
Fe69.12Tb2.88B19.2Si4.8Nb4,MMG,860.0,940.0,1422.0,NAN,3
Fe70.08Tb1.92B19.2Si4.8Nb4,MMG,844.0,914.0,1440.0,NAN,2.5
Fe71.04Tb0.96B19.2Si4.8Nb4,MMG,836.0,882.0,1459.0,NAN,1
Fe65.28Tb6.72B19.2Si4.8Nb4,MMG,959.0,1019.0,1438.0,NAN,2
Fe66.24Tb5.76B19.2Si4.8Nb4,MMG,952.0,1012.0,1411.0,NAN,3
Fe67.2Tb4.8B19.2Si4.8Nb4,MMG,935.0,995.0,1396.0,NAN,3.5
Fe68.16Tb3.84B19.2Si4.8Nb4,MMG,869.0,969.0,1397.0,NAN,3.5
Fe39Ni39B14.2Si2.75Nb2.3P2.75,MMG,720.0,760.0,1253.0,NAN,NAN
Fe39Ni39B11.45Si2.75Nb2.3P5.5,MMG,710.0,759.0,1290.0,NAN,NAN
Fe23.8Co23.8Ni23.8Cu23.8Mo4.8,CMA,865.0,1039.0,1441.0,NAN,NAN
Fe62Ni8Cr7Mo3P12C4B4,MMG,705.0,756.0,1323.0,NAN,2
Fe47.38Co20.3Mo3.76B22.56Dy6,MMG,845.0,929.0,1367.0,NAN,2
Fe58.05Co6.45Mo14C15B6Er0.5,MMG,790.0,845.0,1403.0,NAN,4
Fe45.15Co19.35Mo14C15B6Er0.5,MMG,778.0,844.0,1383.0,NAN,3
Fe51.6Co12.9Mo14C15B6Er0.5,MMG,779.0,846.0,1393.0,NAN,4
Fe45.5Mn19.5Zr4Nb4Mo3B24,MMG,878.0,965.0,1393.0,NAN,NAN
Fe39Ni39B12.82Si2.75Nb2.3P4.13,MMG,75.0,761.0,1276.0,NAN,NAN
Fe39Ni39B10.07Si2.75Nb2.3P6.88,MMG,706.0,755.0,1335.0,NAN,NAN
Fe40.61Co27.07Mo3.76B22.56Dy6,MMG,847.0,927.0,1366.0,NAN,2
Fe60.91Co6.768Mo3.76B22.56Dy6,MMG,860.0,945.0,1385.0,NAN,2
Fe33.84Co33.84Mo3.76B22.56Dy6,MMG,831.0,912.0,1365.0,NAN,2
Fe54.14Co13.54Mo3.76B22.56Dy6,MMG,852.0,944.0,1370.0,NAN,3
Fe23.8Ni23.8Cr23.8Mn23.8Co5.0,CMA,846.0,993.0,1409.0,NAN,NAN
Fe22.5Ni22.5Cr22.5Mn22.5Co10.0,CMA,846.0,1015.0,1439.0,NAN,NAN
Fe20.0Cr20.0Co20.0Ni20.0Mn20.0,CMA,849.0,1018.0,1439.0,NAN,NAN
Fe21.3Ni21.3Cr21.3Mn21.3Co15.0,CMA,849.0,1018.0,1439.0,NAN,NAN
Fe16.7Ni16.7Cr16.7Mn16.7Co33.3,CMA,872.0,1045.0,1439.0,NAN,NAN
Fe18.2Ni18.2Cr18.2Mn18.2Co27.3,CMA,871.0,1044.0,1439.0,NAN,NAN
Fe20.0Mn20.0Ni20.0Cu20.0Co20.0,CMA,828.0,972.0,1408.0,NAN,NAN
Fe71.2C7.0Si3.3B5.5P8.7Cr2.3Al2.0,MMG,782.0,806.0,1234.0,NAN,3
Fe35Ni20Cr20Mo5P12C4B4,MMG,722.0,784.0,1350.0,NAN,2
Fe30Ni20Cr25Mo5P12C4B4,MMG,734.0,803.0,1396.0,NAN,1.5
Fe25Ni20Cr30Mo5P12C4B4,MMG,746.0,797.0,1475.0,NAN,1
Fe64.8Ni7.2B19.2Si4.8Nb4,MMG,855.0,900.0,1335.0,NAN,NAN
Fe36Ni36B19.2Si4.8Nb4,MMG,758.0,810.0,1323.0,NAN,NAN
Fe64.8Co7.2B19.2Si4.8Nb4,MMG,832.0,877.0,1460.0,NAN,2
Fe57.6Co14.4B19.2Si4.8Nb4,MMG,830.0,880.0,1431.0,NAN,2.5
Fe50.4Co21.6B19.2Si4.8Nb4,MMG,828.0,878.0,1413.0,NAN,3.5
Fe36Co36B19.2Si4.8Nb4,MMG,820.0,870.0,1397.0,NAN,5
Fe43.2Co28.8B19.2Si4.8Nb4,MMG,825.0,875.0,1407.0,NAN,4
Fe47.6Mn17Cr3.4Zr7Nb3B22,MMG,886.0,964.0,1443.0,NAN,NAN
Fe46.92Mn17.68Cr3.4Zr10B19C3,MMG,853.0,923.0,1423.0,NAN,NAN
Fe48.3Mn18.2Cr3.5Zr4Nb4B22,MMG,868.0,946.0,1400.0,NAN,NAN
Fe46.92Mn17.68Cr3.4Zr6Nb2B24,MMG,864.0,942.0,1413.0,NAN,NAN
Fe46.92Mn17.68Cr3.4Zr4Nb4B24,MMG,886.0,971.0,1413.0,NAN,NAN
Fe45.325Co19.425Mo14C15B6Er0.25,MMG,777.0,844.0,1395.0,NAN,3
Fe51.8Co12.95Mo14C15B6Er0.25,MMG,779.0,843.0,1399.0,NAN,3
Fe58.275Co6.475Mo14C15B6Er0.25,MMG,782.0,838.0,1394.0,NAN,4
Fe57.825Co6.425Mo14C15B6Er0.75,MMG,781.0,807.0,1446.0,NAN,1
Fe25Ni20Cr25Mo10P12C4B4,MMG,752.0,852.0,1489.0,NAN,1
Fe20Ni20Cr25Mo15P12C4B4,MMG,800.0,829.89,1400.66,NAN,1.5
Fe75.924Si9.5904B8.3916P5.994Sn0.1,MMG,794.83,825.53,1406.48,NAN,1.5
Fe75.772Si9.5712B8.3748P5.982Sn0.3,MMG,796.92,825.49,1415.78,NAN,1
Fe75.544Si9.5424B8.3496P5.964Sn0.6,MMG,800.66,871.0,1424.0,NAN,4
Fe52.65Co5.85Cr6Mo14C15B6Er0.5,MMG,813.0,849.0,1417.0,NAN,3
Fe52.65Co5.85Cr6Mo14C18B3Er0.5,MMG,805.0,846.0,1419.0,NAN,2
Fe52.65Co5.85Cr6Mo14C19B2Er0.5,MMG,802.0,831.0,1346.0,NAN,2.5
Fe75.924Si9.5904B8.3916P5.994Cu0.1,MMG,785.0,842.0,1403.0,NAN,2
Fe58.3875Co6.4875Mo14C15B6Er0.125,MMG,781.0,885.0,1436.0,NAN,NAN
Fe40.795Co6.965Cr14.925Mo13.93Y1.99C14.925B5.97Cu0.5,MMG,825.0,874.0,1474.0,NAN,3.5
Fe41.9Co27.94B18.62Si4.656Nb3.88Cr3,CMA,831.0,840.0,1438.0,NAN,0
Fe25.83Co25.83Ni25.84P10B10Cr2.5,MMG,692.0,874.0,1481.0,NAN,3
Fe41.47Co27.65B18.43Si4.608Nb3.84Cr4,MMG,833.0,835.0,1316.0,NAN,4
Fe68.3C6.9Si2.5B6.7P8.8Cr2.2Mo2.5Al2.1,MMG,795.0,871.0,1462.0,NAN,4
Fe42.77Co28.51B19.01Si4.752Nb3.96Cr1,MMG,827.0,873.0,1469.0,NAN,4
Fe43.2Co21.6Ni7.2B19.2Si4.8Nb4,MMG,813.0,870.0,1452.0,NAN,NAN
Fe68.7C7.0Si3.3B5.5P8.7Cr2.3Al2.0Mo2.5,MMG,794.0,825.0,1227.0,NAN,6
Fe66.7C7.0Si3.3B5.5P8.7Cr2.3Al2.0Mo4.5,MMG,796.0,832.0,1222.0,NAN,4
Fe64.7C7.0Si3.3B5.5P8.7Cr2.3Al2.0Mo6.5,MMG,803.0,882.0,1435.0,NAN,NAN
Fe40.8975Co6.9825Cr14.9625Mo13.965Y1.995C14.9625B5.985Cu0.25,MMG,818.0,871.0,1462.0,NAN,4
Fe42.768Co28.512B19.008Si4.752Nb3.96Cr1,MMG,827.0,873.0,1469.0,NAN,4
Fe42.336Co28.224B18.816Si4.704Nb3.92Cr2,MMG,830.0,874.0,1474.0,NAN,3.5
Fe41.904Co27.936B18.624Si4.656Nb3.88Cr3,MMG,831.0,874.0,1481.0,NAN,3
Fe70.645Nb5.97B22.885Cu0.5,MMG,748.0,848.0,1390.0,NAN,NAN
Fe30Co30Cr30Al10,CMA,841.0,982.0,1439.0,NAN,NAN
Fe36Co21Cr18Ni15Al10,CMA,796.0,1009.0,1260.0,NAN,NAN
Fe36Mn21Cr18Ni15Al10,CMA,836.0,860.0,1391.0,NAN,NAN
Fe22.7Co22.7Ni22.7Cu22.7Mo9.1,CMA,874.0,997.0,1410.0,NAN,NAN
Fe21.7Co21.7Ni21.7Cu21.7Mo13,CMA,821.0,1027.0,1311.0,NAN,NAN
Fe35.0Co20.0Cr17.0Ni12.0Al12.0Ti4,CMA,797.0,897.0,1252.0,NAN,NAN
Fe35.0Mn20.0Cr17.0Ni12.0Al12.0Ti4,CMA,828.0,832.0,1438.0,NAN,NAN
Fe18.18Co18.18Cr18.18Cr18.18Cu18.18Al9.09,CMA,829.0,892.0,1438.0,NAN,NAN
Fe80P13C7,NAN,677.0,686.0,1240.0,NAN,1
Fe59Cr15Mo6Si2B4P10C4,MMG,768.0,803.0,1300.0,NAN,NAN
Fe54Ni5Cr15Mo6Si2B4P10C4,MMG,762.0,918.0,1412.0,NAN,NAN
Fe20Co20Ni20Cu20Mo20,CMA,800.0,1080.0,1258.0,NAN,NAN
Fe26.7Co26.7Cr26.7Al20,CMA,837.0,838.0,1370.0,NAN,NAN
Fe20Ni20Cr20Cu20Zr20,CMA,892.0,955.0,1434.0,NAN,NAN
Fe20.8Co20.8Ni20.8Cu20.8Mo16.7,CMA,801.0,1066.0,1263.0,NAN,NAN
Fe16.67Co16.67Ni16.67Cr16.67Cu16.67Al16.67,CMA,773.0,843.0,1266.0,NAN,NAN
Fe15.38Co15.38Ni15.38Cr15.38Cu15.38Al23.08,CMA,802.0,815.0,1288.0,NAN,NAN
Fe16.13Ni32.26Ni16.13Cu16.13Al19.35,CMA,861.0,916.0,1446.0,NAN,NAN
Fe17.86Ni35.71Fe17.86Mo17.86Al10.71,CMA,776.0,1104.0,1286.0,NAN,NAN
Fe14.29Co14.29Ni14.29Cr14.29Cu14.29Al28.57,CMA,783.0,832.0,1310.0,NAN,NAN
Fe13.70Co13.70Ni13.70Cr13.70Cu13.70Al31.51,CMA,783.0,855.0,1302.0,NAN,NAN
Fe12.82Co12.82Ni12.82Cr12.82Cu12.82Al35.90,CMA,466.0,762.0,849.0,NAN,NAN
Fe12.50Co12.50Ni12.50Cr12.50Al12.50Al37.50,CMA,296.0,875.0,1396.0,NAN,NAN
Fe76Si9.6B8.4P6,MMG,657.0,783.0,971.0,NAN,2
