"Alloys","Phase","Tg","Tx","Tl","Rc_mm/s","Dmax_mm"
"Fe70Mo2Y6B22","MMG",907,969,1508,"NAN",3.5
"Fe74Nb6Y3B17","MMG",831,879,1391,"NAN",2
"Fe64Co8Y6B22","MMG",884,927,1505,"NAN",2.5
"Fe58Co14Y6B22","MMG",880,925,1485,"NAN",2.5
"Fe60Co12Y6B22","MMG",881,924,1498,"NAN",2.5
"Fe62Co10Y6B22","MMG",885,932,1503,"NAN",2.5
"Fe72Nb4B20Si4","MMG",842,880,1420,"NAN",2
"Fe71Mo1Y6B22","MMG",902,960,1517,"NAN",2.5
"Fe70Si4B20Nb6","MMG","NAN","NAN","NAN","NAN",2
"Fe67Co7Zr6B20","MMG","NAN","NAN",1395,"NAN",1
"Fe79P10C4B4Si3","MMG",740,774,1263,"NAN",1
"Fe65Mo14C15B6","MMG",789,843,1418,"NAN",1.5
"Fe64Mo14C15B7","MMG",793,843,1343,"NAN",2.5
"Fe20Co20Cr20Ni20B20","MG",744,788,"NAN","NAN",0.02
"Fe63Co7Zr10B20","MMG",883.2,952.8,"NAN","NAN","NAN"
"Fe75Ga5P12C4B4","MMG",731,768,"NAN","NAN",1
"Fe76Al4P12B4Si4","MMG",738,780,"NAN","NAN","NAN"
"Fe72B20Nb4Hf3Y1","MMG",841,916,1446,"NAN","NAN"
"Fe72.8B16Si8Zr3.2","MMG",850,883,1472,"NAN","NAN"
"Fe71B20Nb4Hf3Y2","MMG",850,928,1432,"NAN","NAN"
"Fe70B20Nb4Hf3Y3","MMG",850,924,1437,"NAN","NAN"
"Fe70.56B21.56Y5.88Ta2","MMG",917.3,978.8,1415.4,"NAN",4
"Fe70.56B21.56Y5.88Ti2","MMG",914.5,973.7,1416,"NAN",2
"Fe60Mo15C15B10","MMG","NAN","NAN","NAN","NAN",1
"Fe70.56B21.56Y5.88Nb2","MMG",918,980,1411.5,"NAN",4
"Fe74B20Nb2Hf2Si2","MMG",790,858,1415,80,3.119
"Fe83.3Si4B12Cu0.7","MMG",595,698,"NAN","NAN","NAN"
"Fe76C7Si3.3B5P8.7","MMG",779,795,1292,"NAN",1
"Fe70Nb4Hf3Y3B20","MMG",850,924,1437,"NAN",3.5
"Fe71Nb4Hf3Y2B20","MMG",850,928,1432,"NAN",4
"Fe72Nb4Hf3Y1B20","MMG",841,916,1446,"NAN",3
"Fe73Nb4Hf3Y0B20","MMG",836,899,1448,"NAN",2
"Fe70.56B23.52Nb3.92Y2","MMG",855,918,1473,"NAN",2
"Fe71Mo5P12C10B2","MMG",701,733,1257,"NAN",3
"Fe69Mo7P12C10B2","MMG",716,753,1263,"NAN",2.5
"Fe76Mo4P9C4B4Si3","MMG",744,788,1245,"NAN",4
"Fe72B14.4Si9.6Nb4","MMG",835,885,1369,"NAN",1.5
"Fe72Si9.6Nb4B14.4","MMG",785,835,1429,320,1.893
"Fe64Co7Zr6B20Nd3","MMG","NAN","NAN",1395,"NAN","NAN"
"Fe83.3Si4B8P4Cu0.7","MMG",548,684,"NAN","NAN","NAN"
"Fe63Mo14C15B6Er2","MMG",777,819,1423,"NAN",3
"Fe64Co7Zr6Nd3B20","MMG","NAN","NAN",1331,"NAN",1
"Fe56Co7Ni7Zr10B20","MMG",814,887,"NAN","NAN","NAN"
"Fe61Co10Zr5W4B20","MMG",843,903,"NAN","NAN",1
"Fe64Cr10Mo5C8P13","MMG",783,821,"NAN","NAN","NAN"
"Fe61Cr4Mo14C15B6","MMG",800,853,1433,"NAN",2
"Fe59Cr6Mo14C15B6","MMG",806,858,1436,"NAN",1.5
"Fe56.8Co14.2Nb6B23","MMG",809,864,1475,"NAN",2
"Fe66Mo10P12C10B2","MMG",721,757,1267,"NAN",2.5
"Fe74Al4Ga2P12B4Si4","MMG",737,786,"NAN","NAN","NAN"
"Fe74Al4Ga2P11C5B4","MMG",733,782,"NAN","NAN","NAN"
"Fe55.8Co14.2Nb6B24","MMG",821,868,1477,"NAN",2
"Fe56.8Co14.2Nb5B24","MMG",823,868,1496,"NAN",2
"Fe66.96Mo3.72B22.32Dy7","MMG",880,957,1406,"NAN",2
"Fe67.68Mo3.76B22.56Dy6","MMG",854,945,1400,"NAN",3
"Fe68.4Mo3.8B22.8Dy5","MMG",853,942,1401,"NAN",2
"Fe69.12Mo3.84B23.04Dy4","MMG",848,923,1396,"NAN",2
"Fe56.8Co14.271Nb6B23","MMG",809,864,1475,"NAN",2
"Fe73Al5Ga2P11C5B4","MMG",732,785,"NAN","NAN",1
"Fe74Mo5P10C4B4Si3","MMG",758,799,1265,"NAN",3
"Fe78Mo1P10C4B4Si3","MMG",742,780,1270,"NAN",1.5
"Fe72Al5Ga2P11C6B4","MMG",743,798,"NAN","NAN","NAN"
"Fe76Mo3P10C4B4Si3","MMG",750,793,1250,"NAN",3.5
"Fe77Mo2P10C4B4Si3","MMG",742,783,1264,"NAN",2.5
"Fe33.3Ni33.3Co33.3","CMA",870,1043,1438,"NAN","NAN"
"Fe33.3Co33.3Cr33.3","CMA",891,1090,1468,"NAN","NAN"
"Fe33.3Ni33.3Mn33.3","CMA",822,924,1348,"NAN","NAN"
"Fe33.3Co33.3Mn33.3","CMA",822,924,1348,"NAN","NAN"
"Fe70B16.67Si8.33Hf5","MMG",861,901,1543,"NAN","NAN"
"Fe56.8B24Co14.2Nb5","MMG",823,868,1496,"NAN","NAN"
"Fe55.8B24Co14.2Nb6","MMG",821,868,1477,"NAN","NAN"
"Fe50Cr15Mo14C15B6","MMG",829,874,1483,"NAN",1.5
"Fe68.4Mo3.8B22.8Dy5","MMG",853,942,1401,"NAN",2
"Fe75Mo5Ga10C4B4Si2","MMG",738,798,1230,"NAN",2.5
"Fe58Cr5Mo14Er2C15B6","MMG",793,829,1416,"NAN",6
"Fe74Mo6P10C7.5B2.5","MMG",711,749,1255,"NAN",3
"Fe20Co20Cr20Ni20B10Si10","MG",753,810,"NAN","NAN",0.02
"Fe30Co30Ni15Si8B17","MMG",780,834,"NAN","NAN",1.2
"Fe73.5B14.7Si9.8Nb2","MMG",812,870,1425,"NAN",1
"Fe64Mo14C15B6Er1","MMG",783,832,1413,"NAN",3.5
"Fe64Mo14C15B6Dy1","MMG",785,835,1408,"NAN",3
"Fe63Mo14C15B6Dy2","MMG",777,817,1418,"NAN",3
"Fe75Mo4P10C4B4Si3","MMG",752,799,1226,"NAN",4
"Fe45Cr16Mo16C18B5","MMG",856,914,"NAN","NAN","NAN"
"Fe46Cr16Mo16C18B4","MMG",862,915,1389,"NAN",1.2
"Fe44Cr16Mo16C18B6","MMG",870,932,1414,"NAN",1.2
"Fe42Cr16Mo16C18B8","MMG",887,947,1405,"NAN",1.2
"Fe71Cr4Mo4P11B5C5","MMG",718,753,"NAN","NAN","NAN"
"Fe43Cr16Mo16C20B5","MMG","NAN","NAN","NAN","NAN",1.6
"Fe65Cr2Mo9P10C8B6","MMG",756,820,1288,"NAN",2.5
"Fe42Al28Zr10B20","MMG",709,833,1222,"NAN","NAN"
"Fe20Cr20Ni20Ni20Cu20","CMA",872,1043,1436,"NAN","NAN"
"Fe20Co20Cr20Cr20Cu20","CMA",871,1066,1469,"NAN","NAN"
"Fe61B15Zr8Mo7Co7Y2","MMG",905,916,1490,"NAN","NAN"
"Fe48Cr15C15Mo14B6Y2","MMG",839,886,1464,"NAN","NAN"
"Fe72C7Si3.3B5P8.7Ga4","MMG",782,801,1290,"NAN",2
"Fe75C7Si3.3B5P8.7Ga1","MMG",781,794,1282,"NAN",3
"Fe74C7Si3.3B5P8.7Ga2","MMG",784,800,1283,"NAN",3
"Fe45Cr15Mo15C15B10","MMG","NAN","NAN","NAN","NAN",2.5
"Fe30Cr30Mo15C15B10","MMG","NAN","NAN","NAN","NAN",1
"Fe43Cr16Mo16C15B10","MMG",810,890,"NAN","NAN",2.7
"Fe65Co10Ga5P12C4B4","MMG",727,775,"NAN","NAN",2
"Fe71Nb4.8Zr1.2B23","MMG",825,877,1507,"NAN",2
"Fe72Nb3.6Zr2.4B22","MMG",816,857,1453,"NAN",1.5
"Fe54Mn10Mo14C15B7","MMG","NAN","NAN","NAN","NAN",3
"Fe43Cr16Mo16C10B15","MMG","NAN","NAN","NAN","NAN",1.2
"Fe74.25B14.85Si9.9Zr1","MMG",867,919,1469,"NAN",0.75
"Fe74.25B14.85Si9.9Nb1","MMG",815,858,1455,"NAN",0.5
"Fe69.776B23.52Y4.704Nb2","MMG",858,922,1397,"NAN",2
"Fe68.352B23.04Y4.608Nb4","MMG",864,957,1393,"NAN",7
"Fe66Co4Hf5Mo7B15Y3","MMG",877,937,1482,"NAN","NAN"
"Fe62Co8Hf5Mo7B15Y3","MMG",889,939,1481,"NAN","NAN"
"Fe78Ga2P9.5C4B4Si2.5","MMG",735,775,"NAN","NAN",2
"Fe77Ga3P9.5C4B4Si2.5","MMG",750,798,"NAN","NAN",2.5
"Fe56Co7Ni7Zr8Nb2B20","MMG",828,912,"NAN","NAN","NAN"
"Fe56Co7Ni7Zr6Nb4B20","MMG",828,912,"NAN","NAN","NAN"
"Fe57Co9.5Nd3Dy0.5B30","MMG",888,933,"NAN","NAN","NAN"
"Fe66.928B22.56Y4.512Nb6","MMG",864,947,1393,"NAN",3
"Fe65.504B22.08Y4.416Nb8","MMG",914,946,1393,"NAN",1
"Fe63Cr3Mo12P10C7B5","MMG",747,791,1299,"NAN",2.5
"Fe69Cr2Mo5P12C10B2","MMG",710,744,1266,"NAN",3
"Fe61Co7Zr8Mo7B15Y2","MMG",904.6,961.4,1490.2,"NAN",5
"Fe55Cr8Mo14C15B6Er2","MMG",843,893,1443,"NAN",4
"Fe67Co9.5Nd3Dy0.5B20","MMG",828,853,"NAN","NAN","NAN"
"Fe72Al5Ga2P10C6B4Si1","MMG",732,785,"NAN","NAN",2
"Fe48Cr15Mo14C15B6Y2","MMG",839,886,1464,"NAN",7
"Fe36Co36B19.2Si4.8Nb4","MMG",820,870,1397,"NAN",5
"Fe76.0C7.0Si3.3B5.0P8.7","MMG",779,795,1292,"NAN",1
"Fe71Mo2Nb3P12C10B2","MMG",719,757,1305,"NAN",1
"Fe71Mo4Nb1P12C10B2","MMG",729,777,1296,"NAN",2
"Fe71Mo3Nb2P12C10B2","MMG",724,766,1305,"NAN",1
"Fe60Co10Hf5Mo7B15Y3","MMG",879,943,1480,"NAN","NAN"
"Fe58Co12Hf5Mo7B15Y3","MMG",874,935,1460,"NAN","NAN"
"Fe63Cr3Mo10P12C10B2","MMG",735,778,1277,"NAN",2.5
"Fe43Cr16Mo16C15B5P5","MMG","NAN","NAN","NAN","NAN",2.2
"Fe64Cr3Mo10P10C10B3","MMG",729,775,1288,"NAN",2.5
"Fe52Cr15Mo9C15B6Er3","MMG",808,"NAN",1453,"NAN",6
"Fe64.5Mo14C15B6Er0.5","MMG",789,846,1423,"NAN",2.5
"Fe63.5Mo14C15B6Er1.5","MMG",779,821,1413,"NAN",3
"Fe20Co20Fe20Cu20Ni20","CMA",870,1040,1434,"NAN","NAN"
"Fe72.5B16.67Si8.33Hf2.5","MMG",852,885,1458,"NAN","NAN"
"Fe31.7Co31.7Cr31.7Ni5.0","CMA",883,1081,1468,"NAN","NAN"
"Fe76.55B13.79Si6.9Zr2.76","MMG",830,852,1505,"NAN","NAN"
"Fe56.05B25Co13.45Nb5.5","MMG",821,879,1510,"NAN","NAN"
"Fe46Co30Mo4P9C4B4Si3","MMG",734,775,1233,"NAN",3
"Fe66Co10Mo4P9C4B4Si3","MMG",744,788,1221,"NAN",6
"Fe56Co20Mo4P9C4B4Si3","MMG",736,778,1220,"NAN",5
"Fe64.5Mo14C15B6Dy0.5","MMG",792,851,1418,"NAN",2
"Fe48Cr19Mo10C15B6Er2","MMG",853,"NAN",1483,"NAN",5
"Fe48Cr10Mo19C15B6Er2","MMG",858,"NAN",1523,"NAN",4
"Fe49Cr15Mo14C13B8Er1","MMG",861,914,1468,"NAN",4
"Fe49Cr15Mo14C15B6Er1","MMG",857,901,1463,"NAN",6
"Fe49Cr15Mo14C17B4Er1","MMG",849,891,1463,"NAN",4
"Fe49Cr15Mo14C18B3Er1","MMG",848,887,1461,"NAN",4
"Fe49Cr15Mo14C19B2Er1","MMG",841,883,1498,"NAN",3
"Fe48Cr15Mo14C15B6Dy2","MMG",843,"NAN",1453,"NAN",9
"Fe74.25B14.85Si9.9Zr1","MMG",867,919,1469,"NAN",0.75
"Fe45Cr7.5Mo22.5C15B10","MMG","NAN","NAN","NAN","NAN",1
"Fe43Cr16Mo16C17.5B7.5","MMG","NAN","NAN","NAN","NAN",2.2
"Fe74.25B19.8Si4.95Nb1","MMG",815,858,"NAN","NAN",0.5
"Fe73.5B19.6Si4.9Nb2","MMG",812,870,"NAN","NAN",1
"Fe72Si9.6B14.4Nb4","MMG","NAN",885,"NAN","NAN",1.5
"Fe61B15Mo7Zr8Co6Y2Al1","MMG",899.5,955.6,1495,"NAN",5
"Fe61B15Mo7Zr8Co5Y2Cr2","MMG",901.1,958.9,1490,"NAN",5
"Fe64.8Co7.2B19.2Si4.8Nb4","MMG",832,877,1460,"NAN",2
"Fe67.68Mo3.76B22.56Dy6","MMG",854,945,1400,"NAN",3
"Fe69.12Mo3.84B23.04Dy4","MMG",848,923,1396,"NAN",2
"Fe70Tb1.92B19.2Si4.8Nb4","MMG",844,914,1440,"NAN",2.5
"Fe45Cr16Mo14Nb2C18B5","MMG",853,906,"NAN","NAN","NAN"
"Fe45Cr16Mo14Ta2C18B5","MMG",852,903,"NAN","NAN","NAN"
"Fe67Cr4Mo4Ga4P11B5C5","MMG",730,785,"NAN","NAN","NAN"
"Fe69Ni5Mo6P10C7.5B2.5","MMG","NAN","NAN","NAN","NAN",5
"Fe31.7Co31.7Cr31.7Al5.0","CMA",888,1086,1468,"NAN",0
"Fe60Co8Zr10Mo5W2B15","MMG",891,950,"NAN","NAN",1.5
"Fe61Co7Zr10Mo5W2B15","MMG",897,964,1460,"NAN","NAN"
"Fe59Co9Zr10Mo5W2B15","MMG",867,919,1439,"NAN","NAN"
"Fe48Cr15Mo14Er2C15B6","MMG",844,880,1446,27.8,8
"Fe74Mo4Ga2P10C4B4Si2","MMG",740,790,1276,"NAN",1.5
"Fe73Mo4Ga3P10C4B4Si2","MMG",744,801,1283,"NAN",2
"Fe72B19.2Si4.8Nb4","MMG",835,880,1475,"NAN",1.5
"Fe48Cr15Mo14C15B6Er2","MMG",843,893,1443,"NAN",12
"Fe76Mo2Ga2P10C4B4Si2","MMG",738,788,1277,"NAN",4
"Fe52.5Cr7.5Mo15C15B10","MMG","NAN","NAN","NAN","NAN",2
"Fe52.5Mn17.5Zr9B21","MMG",833,903,1436,"NAN",
"Fe75Mo2Ga3P10C4B4Si2","MMG",738,798,"NAN","NAN",2.5
"Fe66.96Mo3.72B22.32Dy7","MMG",880,957,1406,"NAN",2
"Fe36Co36B20Si4Nb4","MMG",815,859,"NAN","NAN",4
"Fe56.05Co13.45Nb5.5B25","MMG",821,879,1510,"NAN",2.5
"Fe61Co6Zr8Al1Mo7B15Y2","MMG",899.5,955.6,1495.7,"NAN",5
"Fe61Co5Zr8Cr2Mo7B15Y2","MMG",901.1,958.9,1490.1,"NAN",5
"Fe57Co11Zr10Mo5W2B15","MMG",881,949,1430,"NAN",
"Fe48Mn10Mo16Cr4C15B7","MMG",754,797,"NAN","NAN",3
"Fe50Mn10Mo14Cr4C15B7","MMG","NAN","NAN","NAN","NAN",3
"Fe50Mn10Mo14Cr4C16B6","MMG","NAN","NAN","NAN","NAN",4
"Fe51Mn10Mo14Cr4C15B6","MMG","NAN","NAN","NAN","NAN",4
"Fe37.5Cr15Mo22.5C15B10","MMG","NAN","NAN","NAN","NAN",1
"Fe74.25B14.85Si9.9Nb1","MMG",815,858,1455,"NAN",0.5
"Fe73.5B14.7Si9.8Nb2","MMG",812,870,1424,"NAN",1
"Fe72B14.4Si9.6Nb4","MMG",835,885,1374,"NAN",1.5
"Fe48Cr15Mo14C15B6Tm2","MMG",862,914,"NAN","NAN",10
"Fe49Cr15Mo14C15B6Y1.0","MMG","NAN","NAN","NAN","NAN",2
"Fe64.75Mo14C15B6Er0.25","MMG",793,845,1423,"NAN",2
"Fe30.0Co30.0Cr30.0Ni10.0","CMA",885,1082,1468,"NAN","NAN"
"Fe28.3Co28.3Cr28.3Ni15.0","CMA",882,1077,1466,"NAN","NAN"
"Fe26.7Co26.7Cr26.7Ni20.0","CMA",885,1082,1466,"NAN","NAN"
"Fe31.7Co31.7Mn31.7Ni5.0","CMA",829,965,1397,"NAN","NAN"
"Fe20.0Co20.0Cr20.0Ni40.0","CMA",879,1075,1468,"NAN","NAN"
"Fe25.0Ni25.0Cr25.0Mn25.0","CMA",846,987,1399,"NAN","NAN"
"Fe33.3Co22.2Ni22.2Cu22.2","CMA",867,1038,1436,"NAN","NAN"
"Fe40.0Co20.0Ni20.0Cu20.0","CMA",870,1040,1434,"NAN","NAN"
"Fe70.83B16.67Si8.33Hf4.17","MMG",858,893,1485,"NAN","NAN"
"Fe43Cr20Mo10C15B6W4Y2","MMG",858,920,1503,"NAN","NAN"
"Fe56Co7Ni7Zr7.5Nb2.5B20","MMG",773,853,"NAN","NAN",3
"Fe25Co25Ni25Mo5P10B10","MMG",681,723,"NAN","NAN",1.2
"Fe37.5Cr22.5Mo15C15B10","MMG","NAN","NAN","NAN","NAN",1
"Fe60.5Cr4Mo14C15B6Er0.5","MMG",803,859,1441,"NAN",3
"Fe67.2Tb4.8B19.2Si4.8Nb4","MMG",935,995,1396,"NAN",3.5
"Fe52Co13Mo14C15B6","MMG",775,838,1392,"NAN",2
"Fe45.5Co19.5Mo14C15B6","MMG",776,838,1374,"NAN",1.5
"Fe25Co25Ni25B15Si10","MMG",771,808,"NAN","NAN",1
"Fe25Co25Ni25B17.5Si7.5","MMG",767,807,"NAN","NAN",1.5
"Fe43Co5Cr15Mo14C15B6Y2","MMG",835,872,1442,"NAN",9
"Fe45Co3Cr15Mo14C15B6Y2","MMG",834,880,1446,"NAN",8
"Fe39Co9Cr15Mo14C15B6Y2","MMG",838,888,1466,"NAN",10
"Fe41Co7Cr15Mo14C15B6Y2","MMG",838,876,1437,"NAN",16
"Fe61Co7Zr9.5Mo5W2B15.5","MMG",898,943,"NAN","NAN",1.5
"Fe61Co13.5Zr1Pr3.5Dy1B20","MMG",868,900,"NAN","NAN","NAN"
"Fe49.5Cr15Mo14C15B6Y0.5","MMG","NAN","NAN","NAN","NAN",2
"Fe48.5Cr15Mo14C15B6Y1.5","MMG","NAN","NAN","NAN","NAN",2
"Fe41Co7Cr15Mo14Y2C15B6","MMG",789,883,1438,"NAN","NAN"
"Fe75.71B14.29Si7.14Zr2.86","MMG",839,862,1496,"NAN","NAN"
"Fe41Cr20C15Mo10W6B6Y2","MMG",881,918,1518,"NAN","NAN"
"Fe71.67B16.67Si8.33Zr3.33","MMG",847,883,1461,"NAN","NAN"
"Fe73.85B15.38Si7.69Zr3.08","MMG",848,873,1483,"NAN","NAN"
"Fe74.81B14.81Si7.41Zr2.96","MMG",840,865,1492,"NAN","NAN"
"Fe73.33B16.67Si8.33Hf1.67","MMG",840,872,1486,"NAN","NAN"
"Fe71.67B16.67Si8.33Hf3.33","MMG",854,887,1467,"NAN","NAN"
"Fe45Cr20Mo10C15B6W2Y2","MMG",856,913,1500,"NAN","NAN"
"Fe20.0Co20.0Mn20.0Ni40.0","CMA",870,1041,1436,"NAN","NAN"
"Fe30.0Co30.0Mn30.0Ni10.0","CMA",831,975,1408,"NAN","NAN"
"Fe28.3Co28.3Mn28.3Ni15.0","CMA",831,997,1439,"NAN","NAN"
"Fe26.7Co26.7Mn26.7Ni20.0","CMA",839,1006,1439,"NAN","NAN"
"Fe45Cr15Mo14C15B6Co3Y2","MMG",834,880,1446,"NAN","NAN"
"Fe43Cr15Mo14C15B6Co5Y2","MMG",835,872,1442,"NAN","NAN"
"Fe41Cr15C15Mo14Co7B6Y2","MMG",838,875,1436,"NAN","NAN"
"Fe39Cr15C15Mo14Co9B6Y2","MMG",838,888,1466,"NAN","NAN"
"Fe43.2Co28.8B19.2Si4.8Nb4","MMG",825,875,1407,"NAN",4
"Fe50.4Co21.6B19.2Si4.8Nb4","MMG",828,878,1413,"NAN",3.5
"Fe57.6Co14.4B19.2Si4.8Nb4","MMG",830,880,1431,"NAN",2.5
"Fe56Mn5Cr7Mo12Er2C12B6","MMG",793,832,1401,"NAN",8
"Fe71.28Nb3.96B19.8Si3.96Y1","MMG",855,881,1419,"NAN",2
"Fe70.56Nb3.92B19.6Si3.92Y2","MMG",855,903,1416,"NAN",2
"Fe71.04Tb0.96B19.2Si4.8Nb4","MMG",836,882,1459,"NAN",1
"Fe69.12Tb2.88B19.2Si4.8Nb4","MMG",860,940,1422,"NAN",3
"Fe69.12Nb3.84B19.2Si3.84Y4","MMG",905,933,1424,"NAN",3
"Fe66.24Tb5.76B19.2Si4.8Nb4","MMG",952,1012,1411,"NAN",3
"Fe65.5Cr4Mo4Ga4P12C5B5.5","MMG",745,806,1322,"NAN",3
"Fe65.28Tb6.72B19.2Si4.8Nb4","MMG",959,1019,1438,"NAN",2
"Fe69.84Nb3.88B19.4Si3.88Y3","MMG",859,915,1416,"NAN",4
"Fe68.16Tb3.84B19.2Si4.8Nb4","MMG",869,969,1397,"NAN",3.5
"Fe74Cr2Mo2Ga2P10C4B4Si2","MMG","NAN","NAN","NAN","NAN",2.5
"Fe72Cr4Mo2Ga2P10C4B4Si2","MMG","NAN","NAN","NAN","NAN",2.5
"Fe70Cr6Mo2Ga2P10C4B4Si2","MMG",750,805,1255,"NAN",3
"Fe70.3Ni3.7Mo6P10C7.5B2.5","MMG",713,747,"NAN","NAN",5
"Fe66.6Ni7.4Mo6P10C7.5B2.5","MMG","NAN","NAN","NAN","NAN",4
"Fe75.95B12.25Si9.8Nb2","MMG",760,"NAN","NAN","NAN",0.5
"Fe49Mn10Mo14Cr4V1C15B7","MMG","NAN","NAN","NAN","NAN",3
"Fe62Co5Cr4Mo4Ga4P11B5C5","MMG",731,786,"NAN","NAN","NAN"
"Fe65Sb2Cr4Mo4Ga4P11B5C5","MMG",719,776,"NAN","NAN","NAN"
"Fe49Mn10Mo14Cr4W1C16B6","MMG","NAN","NAN","NAN","NAN",4
"Fe49Mn10Mo14Cr4W1C15B7","MMG","NAN","NAN","NAN","NAN",3
"Fe48Mn10Mo13Cr4W3C15B7","MMG","NAN","NAN","NAN","NAN",2
"Fe46Mn10Mo16Cr4Ga2C15B7","MMG","NAN","NAN","NAN","NAN",2
"Fe49Mn10Mo13Cr3W3C15B7","MMG",862,914,"NAN","NAN",10
"Fe57.6Co6.4Mo14C15B6Er1","MMG",776,830,1398,"NAN",3.5
"Fe56.7Co6.3Mo14C15B6Er2","MMG",767,809,1415,"NAN",1.5
"Fe70Al5Ga2P9.65C5.75B4.6Si3","MMG",748,807,"NAN","NAN","NAN"
"Fe62.9Ni11.1Mo6P10C7.5B2.5","MMG",698,739,1335,"NAN",3
"Fe56Co7Ni7Zr6Nb2.5Ti1.5B20","MMG",733,823,"NAN","NAN",3
"Fe56Co7Ni7Zr6Nb2.5Ta1.5B20","MMG",768,853,"NAN","NAN",3
"Fe72.0C7.0Si3.3B5.0P8.7Ga4.0","MMG",782,801,1290,"NAN",2
"Fe74.0C7.0Si3.3B5.0P8.7Ga2.0","MMG",784,800,1283,"NAN",3
"Fe75.0C7.0Si3.3B5.0P8.7Ga1.0","MMG",781,794,1282,"NAN",3
"Fe27Co40Zr3Ti3Mo1.5Si1.5B24","MMG",811,856,1379,"NAN",1.5
"Fe56Co7Ni7Zr6Nb2.5Mo1.5B20","MMG",743,833,"NAN","NAN",3
"Fe40.4Ni11.3Mn34.8Al7.5Cr6.0","CMA",808,844,1253,"NAN",0
"Fe62.8Co10B13.5Si10Nb3Cu0.7","MMG",815,845,"NAN","NAN",1.5
"Fe39Ni39B8.7Si2.75Nb2.3P8.25","MMG",703,754,1341,"NAN","NAN"
"Fe33.84Co33.84Mo3.76B22.56Dy6","MMG",831,912,1365,"NAN",2
"Fe40.608Co27.072Mo3.76B22.56Dy6","MMG",847,927,1366,"NAN",2
"Fe47.376Co20.304Mo3.76B22.56Dy6","MMG",845,929,1367,"NAN",2
"Fe54.144Co13.536Mo3.76B22.56Dy6","MMG",852,944,1370,"NAN",3
"Fe60.912Co6.768Mo3.76B22.56Dy6","MMG",860,945,1385,"NAN",2
"Fe69.12Tb2.88B19.2Si4.8Nb4","MMG",860,940,1422,"NAN",3
"Fe70.08Tb1.92B19.2Si4.8Nb4","MMG",844,914,1440,"NAN",2.5
"Fe71.04Tb0.96B19.2Si4.8Nb4","MMG",836,882,1459,"NAN",1
"Fe65.28Tb6.72B19.2Si4.8Nb4","MMG",959,1019,1438,"NAN",2
"Fe66.24Tb5.76B19.2Si4.8Nb4","MMG",952,1012,1411,"NAN",3
"Fe67.2Tb4.8B19.2Si4.8Nb4","MMG",935,995,1396,"NAN",3.5
"Fe68.16Tb3.84B19.2Si4.8Nb4","MMG",869,969,1397,"NAN",3.5
"Fe49Cr15.3Mo15C15Y2B3.4N0.3","MMG","NAN","NAN","NAN","NAN",1.2
"Fe39Ni39B14.2Si2.75Nb2.3P2.75","MMG",720,760,1253,"NAN","NAN"
"Fe39Ni39B11.45Si2.75Nb2.3P5.5","MMG",710,759,1290,"NAN","NAN"
"Fe23.8Co23.8Ni23.8Cu23.8Mo4.8","CMA",865,1039,1441,"NAN","NAN"
"Fe62Ni8Cr7Mo3P12C4B4","MMG",705,756,1323,"NAN",2
"Fe47.38Co20.3Mo3.76B22.56Dy6","MMG",845,929,1367,"NAN",2
"Fe58.05Co6.45Mo14C15B6Er0.5","MMG",790,845,1403,"NAN",4
"Fe45.15Co19.35Mo14C15B6Er0.5","MMG",778,844,1383,"NAN",3
"Fe51.6Co12.9Mo14C15B6Er0.5","MMG",779,846,1393,"NAN",4
"Fe45.5Mn19.5Zr4Nb4Mo3B24","MMG",878,965,1393,"NAN","NAN"
"Fe39Ni39B12.82Si2.75Nb2.3P4.13","MMG",75,761,1276,"NAN","NAN"
"Fe39Ni39B10.07Si2.75Nb2.3P6.88","MMG",706,755,1335,"NAN","NAN"
"Fe40.61Co27.07Mo3.76B22.56Dy6","MMG",847,927,1366,"NAN",2
"Fe60.91Co6.768Mo3.76B22.56Dy6","MMG",860,945,1385,"NAN",2
"Fe33.84Co33.84Mo3.76B22.56Dy6","MMG",831,912,1365,"NAN",2
"Fe54.14Co13.54Mo3.76B22.56Dy6","MMG",852,944,1370,"NAN",3
"Fe23.8Ni23.8Cr23.8Mn23.8Co5.0","CMA",846,993,1409,"NAN","NAN"
"Fe22.5Ni22.5Cr22.5Mn22.5Co10.0","CMA",846,1015,1439,"NAN","NAN"
"Fe20.0Cr20.0Co20.0Ni20.0Mn20.0","CMA",849,1018,1439,"NAN","NAN"
"Fe21.3Ni21.3Cr21.3Mn21.3Co15.0","CMA",849,1018,1439,"NAN","NAN"
"Fe16.7Ni16.7Cr16.7Mn16.7Co33.3","CMA",872,1045,1439,"NAN","NAN"
"Fe18.2Ni18.2Cr18.2Mn18.2Co27.3","CMA",871,1044,1439,"NAN","NAN"
"Fe20.0Mn20.0Ni20.0Cu20.0Co20.0","CMA",828,972,1408,"NAN","NAN"
"Fe71.2C7.0Si3.3B5.5P8.7Cr2.3Al2.0","MMG",782,806,1234,"NAN",3
"Fe26.66Co26.66Ni26.68P10B10","MMG",684,708,"NAN","NAN",2
"Fe35Ni20Cr20Mo5P12C4B4","MMG",722,784,1350,"NAN",2
"Fe30Ni20Cr25Mo5P12C4B4","MMG",734,803,1396,"NAN",1.5
"Fe25Ni20Cr30Mo5P12C4B4","MMG",746,797,1475,"NAN",1
